Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
Ghana,1999,19176800,209750,0.010937695,10.937695,1.9919,105300,0.00549101,54.9101,74000,0.003858829,3.8588294,1000,5.21463E-05,0.052146344,241000,0.012567269,12.567269,211000,0.011002879,11.002879,,,,0,0,0,25000,0.001303659,1.3036586,11.005398,30.15177504,99.441635,1.9077302,0.14379877
Ghana,2000,19665506,248700,0.012646509,12.646509,2.1589,115200,0.005857973,58.57973,172000,0.008746279,8.7462785,1000,5.08505E-05,0.05085046,336000,0.017085753,17.085753,301000,0.015305989,15.3059885,,,,0,0,0,29000,0.001474663,1.4746633,15.325731,41.98830369,142.89975,2.718618,0.22974236
Ghana,2001,20195584,274596,0.013596834,13.596834,2.0184999,136039,0.006736076,67.360764,384000,0.019014059,19.014059,2000,9.90316E-05,0.09903155,493000,0.024411278,24.411278,449000,0.022232583,22.232583,,,,0,0,0,40000,0.001980631,1.980631,22.210907,60.85179939,205.6969,3.9263153,0.32480466
Ghana,2002,20758324,280000,0.013488565,13.488565,2.2798998,122810,0.005916181,59.16181,332000,0.015993584,15.993584,2000,9.63469E-05,0.09634689,523000,0.025194712,25.194712,481000,0.023171427,23.171427,,,,0,0,0,38000,0.001830591,1.830591,23.152252,63.43082676,215.59521,4.1081185,0.34313753
Ghana,2003,21329520,238810,0.01119622,11.19622,2.0411,117000,0.005485355,54.853554,758000,0.0355376,35.5376,1000,4.68834E-05,0.04688338,495000,0.023207273,23.207273,460000,0.021566356,21.566356,,,,0,0,0,30000,0.001406501,1.4065014,21.568386,59.0914679,202.64383,3.8453786,0.33313924
Ghana,2004,21906448,241807,0.011038166,11.038166,2.0253,119392,0.005450085,54.50085,791000,0.03610809,36.10809,1000,4.56487E-05,0.04564866,510000,0.023280816,23.280816,476000,0.021728761,21.728761,,,,0,0,0,29000,0.001323811,1.3238111,21.723934,59.5176268,206.5676,3.918678,0.35192013
Ghana,2005,22496952,287000,0.012757284,12.757284,2.3917,120000,0.005334056,53.34056,482000,0.021425124,21.425124,0,0,0,526000,0.023380945,23.380945,488000,0.021691827,21.691827,,,,0,0,0,33000,0.001466865,1.4668654,21.68156,59.40153365,207.84262,3.925684,0.36120093
Ghana,2006,23098590,250000,0.010823172,10.823172,2,125000,0.005411586,54.11586,387000,0.01675427,16.75427,2000,8.65854E-05,0.08658537,585000,0.02532622,25.32622,551000,0.02385427,23.85427,,,,0,0,0,29000,0.001255488,1.2554879,23.859219,65.36772263,230.00247,4.3328567,0.3990789
Ghana,2007,23708328,185340,0.007817506,7.817506,1.7014999,108930,0.004594588,45.94588,443000,0.018685417,18.685417,0,0,0,600000,0.025307562,25.307562,572000,0.024126543,24.126543,,,,0,0,0,23000,0.000970123,0.9701232,24.123806,66.09261852,232.87694,4.3896017,0.408556
Ghana,2008,24326092,301920,0.012411364,12.411364,2.2735,132800,0.005459159,54.591587,403000,0.016566575,16.566575,0,0,0,680000,0.027953524,27.953524,637000,0.026185874,26.185874,,,,0,0,0,36000,0.001479892,1.4798924,26.18224,71.73216367,251.05879,4.7405434,0.43700403
Ghana,2009,24950768,391440,0.015688496,15.688496,2.4108999,162360,0.006507215,65.072146,389000,0.015590702,15.590702,0,0,0,748000,0.029979037,29.979037,695000,0.027854854,27.854854,,,,0,0,0,46000,0.001843631,1.8436306,27.859795,76.32820472,266.2728,5.0326147,0.45578396
Ghana,2010,25574722,491603,0.019222222,19.222222,2.7126,181228,0.007086216,70.86216,534000,0.020879993,20.879993,0,0,0,1370000,0.05356852,53.56852,1231000,0.048133466,48.133466,53000,0.002072359,2.0723587,0,0,0,74000,0.002893482,2.893482,48.149998,131.9178014,275.84,5.5799994,0.7099999
Ghana,2011,26205940,463975,0.017704956,17.704956,2.3495,197480,0.007535696,75.35696,906000,0.034572314,34.572314,0,0,0,1429000,0.054529622,54.529622,1302000,0.049683392,49.683392,45000,0.001717168,1.7171679,0,0,0,70000,0.00267115,2.67115,49.7,136.1643822,284.71,5.76,0.74
Ghana,2012,26858760,481134,0.017913485,17.913485,2.5386,189529,0.007056506,70.56506,667000,0.02483361,24.83361,0,0,0,1386000,0.051603276,51.603276,1268000,0.047209922,47.209922,34000,0.001265881,1.2658812,0,0,0,72000,0.00268069,2.6806896,47.22,129.3698617,270.53,5.47,0.7
Ghana,2013,27525586,569524,0.020690713,20.690713,2.6378,215905,0.007843793,78.43793,1074000,0.039018244,39.018244,0,0,0,1441000,0.052351292,52.351292,1305000,0.047410436,47.410436,36000,0.001307874,1.3078741,0,0,0,85000,0.003088036,3.088036,47.42002,129.9178617,271.62012,5.4900026,0.70000035
Ghana,2014,28196356,604000,0.021421207,21.421207,2.6964,224000,0.007944289,79.44289,921000,0.032663796,32.663796,2000,7.09312E-05,0.07093115,1530000,0.054262333,54.262333,1378000,0.048871562,48.871562,46000,0.001631417,1.6314165,0,0,0,91000,0.003227367,3.2273673,48.86001,133.8630398,279.91003,5.6600003,0.7200001
Ghana,2015,28870946,641491.56,0.022219278,22.219278,2.75,233270,0.00807975,80.797495,1059000,0.036680475,36.680475,1000,3.46369E-05,0.034636898,1614000,0.055903953,55.903953,1436000,0.049738586,49.738586,65000,0.002251398,2.2513983,0,0,0,96000,0.003325142,3.3251422,49.74999,136.3013411,284.98993,5.759999,0.73999983
Ghana,2016,29554298,687678.94,0.023268323,23.268323,2.82,243858,0.008251186,82.511855,1164000,0.039385136,39.385136,0,0,0,1652000,0.055897117,55.897117,1453000,0.049163748,49.163748,78000,0.00263921,2.63921,0,0,0,103000,0.003485111,3.4851106,49.160004,134.6849411,281.61002,5.7000003,0.7300001
Ghana,2017,30222266,722080.1,0.023892323,23.892323,2.8104,256931,0.008501381,85.01381,1367000,0.04523155,45.23155,0,0,0,1707000,0.056481536,56.481536,1510000,0.04996316,49.96316,69000,0.002283085,2.283085,1000,3.30882E-05,0.03308819,108000,0.003573524,3.5735243,49.96999,136.9040808,286.25995,5.7899985,0.73999983
Ghana,2018,30870648,769400.9,0.024923379,24.923379,3.735,206000,0.006673005,66.730054,1379000,0.044670265,44.670265,0,0,0,1633000,0.052898146,52.898146,1422000,0.046063174,46.063174,76000,0.002461886,2.4618856,0,0,0,116000,0.003757615,3.7576146,46.06999,126.2191494,263.87994,5.3399987,0.6799998
Ghana,2019,31522294,925000,0.029344311,29.344311,3.2800999,282000,0.008946049,89.46049,1813000,0.05751485,57.51485,0,0,0,2495000,0.079150334,79.150334,2003000,0.06354233,63.54233,118000,0.003743382,3.7433824,156000,0.004948878,4.948878,139000,0.004409578,4.4095777,63.549988,174.1095544,364.13995,7.369999,0.9399999
Ghana,2020,32180402,973000,0.030235793,30.235793,3.3436,291000,0.009042771,90.42771,1812000,0.05630756,56.30756,1000,3.10748E-05,0.031074815,2512000,0.078059934,78.059934,2045000,0.06354799,63.54799,74000,0.002299536,2.2995363,165000,0.005127344,5.1273443,146000,0.004536923,4.536923,63.539997,174.0821818,364.71997,7.3999996,0.9499999
Ghana,2021,32833036,1143000,0.0348125,34.8125,3.2017,357000,0.010873195,108.73195,1223000,0.03724907,37.24907,2000,6.09143E-05,0.06091426,2180000,0.06639654,66.39654,1711000,0.052112147,52.112147,163000,0.004964512,4.964512,55000,0.001675142,1.6751421,185000,0.005634569,5.6345686,52.11999,142.7944917,299.36996,6.069999,0.7899999
Ghana,2022,33475870,1283000,0.038326114,38.326114,4.2065997,305000,0.00911104,91.1104,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1961,8526467,81247,0.0095288,9.5288,3.6727,22122,0.00259451,25.945096,10000,0.001172819,1.1728187,0,0,0,54000,0.006333221,6.333221,41000,0.004808557,4.8085568,9000,0.001055537,1.0555368,0,0,0,2000,0.000234564,0.23456375,4.8684525,13.33822589,47.110886,0.92451423,0.09835258
Greece,1962,8540807,68388,0.008007206,8.007206,3.6880999,18543,0.002171106,21.711064,2000,0.00023417,0.23416991,1000,0.000117085,0.11708496,54000,0.006322587,6.3225874,44000,0.005151738,5.151738,7000,0.000819595,0.81959466,0,0,0,1000,0.000117085,0.11708496,5.1726303,14.17158972,49.81125,0.96740043,0.0888429
Greece,1963,8541794,76861,0.008998226,8.998226,4.0697,18886,0.002211011,22.11011,3000,0.000351214,0.3512143,1000,0.000117071,0.117071424,56000,0.006556,6.5559996,46000,0.005385286,5.3852857,7000,0.0008195,0.81949995,0,0,0,2000,0.000234143,0.23414285,5.375079,14.72624369,51.82687,1.0115463,0.09917121
Greece,1964,8534890,106759,0.012508539,12.508539,4.324,24690,0.002892832,28.928316,3000,0.000351498,0.35149837,1000,0.000117166,0.11716613,60000,0.007029967,7.0299674,46000,0.005389642,5.389642,10000,0.001171661,1.1716613,0,0,0,2000,0.000234332,0.23433226,5.404194,14.80601081,52.237217,1.0170254,0.09970838
Greece,1965,8526265,104461,0.012251671,12.251671,4.4038997,23720,0.002781992,27.819918,4000,0.000469139,0.46913858,5000,0.000586423,0.58642327,61000,0.007154364,7.1543637,48000,0.005629663,5.6296634,10000,0.001172847,1.1728465,0,0,0,2000,0.000234569,0.23456929,5.5861588,15.3045445,53.986164,1.053046,0.110319115
Greece,1966,8520636,80138,0.009405167,9.405167,4.7503,16870,0.001979899,19.798991,4000,0.000469449,0.4694485,26000,0.003051415,3.0514153,52000,0.006102831,6.1028306,40000,0.004694485,4.694485,9000,0.001056259,1.0562591,0,0,0,2000,0.000234724,0.23472426,4.681585,12.82626015,44.95936,0.8777971,0.0908066
Greece,1967,8518064,93425,0.010967867,10.967867,5.2307,17861,0.002096838,20.968379,3000,0.000352193,0.3521927,10000,0.001173976,1.1739756,56000,0.006574264,6.574264,47000,0.005517686,5.517686,6000,0.000704385,0.7043854,0,0,0,2000,0.000234795,0.23479514,5.4608045,14.96110807,52.73026,1.0251696,0.10150194
Greece,1968,8518841,102468,0.012028397,12.028397,4.8841,20980,0.002462776,24.627764,4000,0.000469547,0.46954743,9000,0.001056482,1.0564817,58000,0.006808438,6.808438,46000,0.005399796,5.3997957,8000,0.000939095,0.93909487,0,0,0,2000,0.000234774,0.23477372,5.4210505,14.852193,52.332027,1.0209135,0.10209136
Greece,1969,8526141,101404,0.011893306,11.893306,4.7742,21240,0.002491162,24.911622,3000,0.000351859,0.35185905,4000,0.000469145,0.46914542,56000,0.006568036,6.568036,45000,0.005277886,5.277886,7000,0.000821005,0.8210045,0,0,0,2000,0.000234573,0.23457271,5.3141813,14.55940068,51.356743,1.0053856,0.102590375
Greece,1970,8544874,78757,0.009216871,9.216871,4.9846,15800,0.001849062,18.490618,2000,0.000234058,0.23405846,8000,0.000936234,0.93623385,49000,0.005734432,5.734432,41000,0.004798198,4.798198,5000,0.000585146,0.58514613,0,0,0,2000,0.000234058,0.23405846,4.7953167,13.13785384,46.244965,0.9055534,0.09261342
Greece,1971,8576110,70494,0.00821981,8.21981,4.7311,14900,0.001737385,17.373845,2000,0.000233206,0.23320597,14000,0.001632442,1.6324418,47000,0.00548034,5.48034,37000,0.00431431,4.3143104,7000,0.000816221,0.8162209,0,0,0,1000,0.000116603,0.11660298,4.295395,11.76820536,41.51185,0.8137559,0.08240566
Greece,1972,8616664,74000,0.00858801,8.58801,4.9525,14942,0.001734082,17.340818,2000,0.000232108,0.23210839,5000,0.000580271,0.58027095,46000,0.005338493,5.338493,37000,0.004294005,4.294005,6000,0.000696325,0.69632515,0,0,0,1000,0.000116054,0.116054194,4.2827897,11.73367029,41.541,0.81331825,0.08236134
Greece,1973,8666390,84458,0.009745465,9.745465,4.9391,17100,0.00197314,19.731398,6000,0.00069233,0.6923298,2000,0.000230777,0.2307766,53000,0.00611558,6.11558,41000,0.00473092,4.7309203,8000,0.000923106,0.9231064,0,0,0,2000,0.000230777,0.2307766,4.7406497,12.98808124,46.758644,0.9255065,0.11311746
Greece,1974,8729703,105000,0.012027901,12.027901,5,21000,0.00240558,24.055801,10000,0.001145514,1.1455143,6000,0.000687309,0.6873086,58000,0.006643983,6.643983,49000,0.00561302,5.61302,5000,0.000572757,0.57275716,0,0,0,2000,0.000229103,0.22910286,5.619942,15.39710122,56.343266,1.1198789,0.14383766
Greece,1975,8805416,102000,0.01158378,11.58378,5.1,20000,0.002271329,22.713293,1000,0.000113566,0.11356647,9000,0.001022098,1.0220982,49000,0.005564757,5.564757,42000,0.004769792,4.769792,3000,0.000340699,0.3406994,0,0,0,2000,0.000227133,0.22713294,4.7981253,13.14554864,46.38873,0.9041435,0.09246923
Greece,1976,8890429,69000,0.007761155,7.7611553,3.6316,19000,0.00213713,21.371297,2000,0.000224961,0.22496103,13000,0.001462247,1.4622466,43000,0.004836662,4.836662,38000,0.004274259,4.2742593,2000,0.000224961,0.22496103,0,0,0,1000,0.000112481,0.11248051,4.2299986,11.58903714,40.76648,0.7924814,0.08233573
Greece,1977,8983231,94000,0.010463941,10.463941,5.1366,18300,0.002037129,20.37129,0,0,0,34000,0.00378483,3.7848298,47000,0.005231971,5.2319705,41000,0.004564059,4.5640594,2000,0.000222637,0.22263704,0,0,0,2000,0.000222637,0.22263704,4.5630665,12.50155193,44.02017,0.8568654,0.08258943
Greece,1978,9084305,95000,0.010457597,10.457597,5.163,18400,0.002025471,20.254713,0,0,0,12000,0.00132096,1.3209597,46000,0.005063679,5.0636786,40000,0.004403199,4.4031986,2000,0.00022016,0.22015994,0,0,0,2000,0.00022016,0.22015994,4.4014373,12.05873221,42.59556,0.8285059,0.08285058
Greece,1979,9194179,86700,0.00942988,9.4298795,4.7145,18390,0.002000179,20.001787,0,0,0,11000,0.001196409,1.1964091,40000,0.004350579,4.350579,36000,0.003915521,3.915521,1000,0.000108764,0.10876447,0,0,0,2000,0.000217529,0.21752894,3.8682683,10.59799524,37.47968,0.7363191,0.072594844
Greece,1980,9307159,80100,0.008606278,8.606278,4.5,17800,0.001912506,19.125063,0,0,0,29000,0.003115881,3.115881,44000,0.004727544,4.727544,41000,0.004405211,4.405211,1000,0.000107444,0.107444175,0,0,0,2000,0.000214888,0.21488835,4.3515534,11.92206399,41.88888,0.8185065,0.07252589
Greece,1981,9418999,85900,0.009119866,9.1198655,5.4367,15800,0.001677461,16.774606,3000,0.000318505,0.3185052,6000,0.00063701,0.6370104,54000,0.005733093,5.7330932,47000,0.004989915,4.9899146,4000,0.000424674,0.42467358,0,0,0,2000,0.000212337,0.21233679,5.0091095,13.72358753,48.583202,0.95018166,0.09295256
Greece,1982,9528819,82500,0.008657946,8.657946,5.3139997,15525,0.001629268,16.29268,8000,0.000839558,0.8395584,5000,0.000524724,0.524724,58000,0.006086798,6.0867984,51000,0.005352185,5.3521846,4000,0.000419779,0.4197792,0,0,0,2000,0.00020989,0.2098896,5.3144207,14.56005657,52.075153,1.017655,0.113072775
Greece,1983,9636354,86300,0.00895567,8.95567,5.7532997,15000,0.001556605,15.566053,7000,0.000726416,0.72641583,5000,0.000518868,0.51886844,60000,0.006226421,6.2264213,52000,0.005396232,5.396232,4000,0.000415095,0.41509475,0,0,0,2000,0.000207547,0.20754737,5.436845,14.8954656,53.550877,1.0526222,0.12263559
Greece,1984,9740384,95000,0.009753209,9.753209,6.3332996,15000,0.00153998,15.399804,9000,0.000923988,0.92398823,18000,0.001847977,1.8479765,54000,0.005543929,5.543929,47000,0.004825272,4.8252717,4000,0.000410661,0.41066142,0,0,0,2000,0.000205331,0.20533071,4.783798,13.10629576,47.309834,0.9344149,0.11172352
Greece,1985,9840144,103765,0.010545069,10.545069,6.1549,16859,0.001713288,17.132879,8000,0.000812996,0.81299624,13000,0.001321119,1.3211189,64000,0.00650397,6.50397,54000,0.005487725,5.4877247,6000,0.000609747,0.6097472,0,0,0,2000,0.000203249,0.20324906,5.4515057,14.93563191,53.303608,1.0499196,0.11104919
Greece,1986,9936729,121000,0.012177045,12.177045,6.7222,18000,0.001811461,18.114613,6000,0.00060382,0.60382043,33000,0.003321013,3.3210125,53000,0.005333747,5.3337472,48000,0.004830563,4.8305634,1000,0.000100637,0.10063674,0,0,0,2000,0.000201273,0.20127348,4.8074846,13.17119055,46.920647,0.9233582,0.10036502
Greece,1987,10029145,137000,0.013660188,13.660188,6.85,20000,0.001994188,19.94188,6000,0.000598256,0.59825636,37000,0.003689248,3.6892476,57000,0.005683436,5.6834356,48000,0.004786051,4.786051,4000,0.000398838,0.39883758,0,0,0,3000,0.000299128,0.29912818,4.769446,13.06697521,46.407303,0.9079907,0.099779196
Greece,1988,10120189,125000,0.012351548,12.351548,5.6818,22000,0.002173872,21.738724,7000,0.000691687,0.6916867,23000,0.002272685,2.2726848,60000,0.005928743,5.928743,50000,0.004940619,4.940619,7000,0.000691687,0.6916867,0,0,0,3000,0.000296437,0.29643715,4.9132233,13.46088562,47.861744,0.94294184,0.099257044
Greece,1989,10211975,106202,0.010399751,10.399751,6.5964,16100,0.001576581,15.765805,6000,0.000587546,0.5875455,31000,0.003035652,3.0356518,55000,0.005385834,5.385834,47000,0.00460244,4.6024397,5000,0.000489621,0.48962125,0,0,0,2000,0.000195849,0.19584851,4.5765114,12.53838727,44.045216,0.85994923,0.08896027
Greece,1990,10302255,99000,0.009609547,9.6095465,6,16500,0.001601591,16.015911,6000,0.000582397,0.58239675,6000,0.000582397,0.58239675,60000,0.005823968,5.8239675,51000,0.004950373,4.9503725,6000,0.000582397,0.58239675,0,0,0,2000,0.000194132,0.19413226,4.911719,13.45676425,47.371456,0.92711157,0.09862889
Greece,1991,10391552,89000,0.008564649,8.564649,5.4937997,16200,0.001558959,15.589587,8000,0.000769856,0.76985615,23000,0.002213336,2.2133363,50000,0.004811601,4.811601,45000,0.004330441,4.330441,2000,0.000192464,0.19246404,0,0,0,2000,0.000192464,0.19246404,4.3486543,11.91412125,41.810196,0.81845427,0.07888716
Greece,1992,10478389,106000,0.010116059,10.116059,7.3610997,14400,0.001374257,13.74257,10000,0.000954345,0.95434516,10000,0.000954345,0.95434516,70000,0.006680416,6.6804164,61000,0.005821506,5.8215056,5000,0.000477173,0.47717258,0,0,0,2000,0.000190869,0.19086903,5.798076,15.88513957,55.96576,1.0963994,0.1086522
Greece,1993,10563442,149476.4,0.01415035,14.15035,7.3904,20226,0.001914717,19.147168,10000,0.000946661,0.9466611,37000,0.003502646,3.5026462,72000,0.00681596,6.81596,61000,0.005774633,5.774633,6000,0.000567997,0.5679967,0,0,0,3000,0.000283998,0.28399835,5.793822,15.87348477,55.491936,1.0795326,0.108943656
Greece,1994,10647420,191364.45,0.017972847,17.972847,8.0813,23680,0.002224013,22.24013,10000,0.000939195,0.93919464,59000,0.005541249,5.5412487,46000,0.004320296,4.3202955,39000,0.003662859,3.662859,2000,0.000187839,0.18783893,0,0,0,3000,0.000281758,0.2817584,3.6241457,9.929166202,34.493923,0.6751833,0.069504164
Greece,1995,10727928,211599,0.019724125,19.724125,8.1057,26105,0.002433368,24.333682,20000,0.001864293,1.8642929,51000,0.004753947,4.753947,102000,0.009507894,9.507894,84000,0.00783003,7.83003,12000,0.001118576,1.1185757,0,0,0,4000,0.000372859,0.37285857,7.78918,21.34021896,73.22625,1.422545,0.13927014
Greece,1996,10803809,221906.33,0.020539638,20.539638,7.7560997,28611,0.002648233,26.482327,15000,0.001388399,1.3883992,37000,0.003424718,3.424718,107000,0.009903914,9.903914,82000,0.007589916,7.589916,17000,0.001573519,1.5735191,0,0,0,4000,0.00037024,0.37023978,7.6076055,20.84275459,72.35192,1.4040215,0.12944879
Greece,1997,10875274,217376.98,0.019988185,19.988185,7.4739,29085,0.002674416,26.744155,14000,0.001287324,1.2873239,66000,0.006068813,6.0688127,96000,0.008827364,8.827364,78000,0.007172233,7.172233,11000,0.001011469,1.0114688,0,0,0,4000,0.000367807,0.36780682,7.2025604,19.73304199,68.41934,1.3349144,0.11954457
Greece,1998,10939474,189518.2,0.017324252,17.324252,7.2194996,26251,0.002399658,23.996583,15000,0.001371181,1.3711811,61000,0.005576137,5.5761365,83000,0.007587202,7.587202,69000,0.006307433,6.307433,8000,0.000731297,0.7312966,0,0,0,4000,0.000365648,0.3656483,6.2655783,17.16596777,59.278942,1.1554961,0.10957291
Greece,1999,10993861,170465.34,0.015505503,15.505503,7.3027997,23343,0.002123276,21.23276,19000,0.001728237,1.7282373,40000,0.003638394,3.6383942,98000,0.008914066,8.914066,84000,0.007640628,7.6406277,9000,0.000818639,0.8186387,0,0,0,3000,0.00027288,0.27287955,7.638005,20.92604089,72.27724,1.4041182,0.1294577
Greece,2000,11038112,140042.66,0.012687193,12.687193,7.0098,19978,0.001809911,18.09911,21000,0.001902499,1.9024992,42000,0.003804999,3.8049985,84000,0.007609997,7.609997,74000,0.006704045,6.704045,5000,0.000452976,0.452976,0,0,0,3000,0.000271786,0.2717856,6.7087903,18.38024721,62.96707,1.2243046,0.10949064
Greece,2001,11072182,150187,0.013564355,13.564355,7.1151,21108,0.001906399,19.063993,24000,0.002167594,2.1675944,29000,0.002619177,2.6191766,95000,0.008580062,8.580062,82000,0.007405947,7.4059474,8000,0.000722531,0.72253146,0,0,0,3000,0.000270949,0.2709493,7.380339,20.22010665,69.55621,1.3527306,0.12930512
Greece,2002,11096620,165532.2,0.014917353,14.917353,7.3683,22465,0.00202449,20.244904,31000,0.002793643,2.7936434,30000,0.002703526,2.7035258,99000,0.008921635,8.921635,82000,0.007389638,7.3896376,11000,0.000991293,0.9912929,0,0,0,3000,0.000270353,0.27035258,7.3827147,20.22661541,69.375656,1.3414085,0.12917267
Greece,2003,11110488,162443.23,0.014620711,14.620711,6.9672,23315,0.002098468,20.984677,33000,0.002970167,2.9701665,26000,0.002340131,2.3401312,101000,0.00909051,9.09051,85000,0.007650429,7.650429,11000,0.000990056,0.9900555,0,0,0,3000,0.000270015,0.27001515,7.6456046,20.94686171,71.87862,1.4000393,0.139011
Greece,2004,11115089,168311.27,0.015142593,15.142593,7.1038,23693,0.002131607,21.31607,39000,0.003508744,3.5087438,41000,0.003688679,3.6886793,102000,0.009176714,9.176714,82000,0.007377359,7.3773586,13000,0.001169581,1.1695813,1000,8.99678E-05,0.08996779,4000,0.000359871,0.35987116,7.336752,20.10069021,68.770874,1.3402727,0.1290633
Greece,2005,11113450,164965.78,0.014843795,14.843795,7.4059,22275,0.002004328,20.043282,39000,0.003509261,3.5092614,91000,0.008188277,8.188277,101000,0.009088087,9.088087,82000,0.007378447,7.378447,13000,0.001169754,1.1697537,0,0,0,3000,0.000269943,0.26994318,7.421974,20.33417514,70.593216,1.3810635,0.13909993
Greece,2006,11106097,179166,0.01613222,16.13222,7.7137,23227,0.002091374,20.913738,50000,0.004502032,4.5020315,114000,0.010264632,10.264632,59000,0.005312397,5.312397,44000,0.003961788,3.961788,8000,0.000720325,0.72032504,0,0,0,4000,0.000360163,0.36016252,3.960972,10.85197797,36.614113,0.70660555,0.069665335
Greece,2007,11091491,195340,0.0176117,17.6117,7.6337,25589,0.002307084,23.07084,53000,0.004778438,4.778438,117000,0.010548627,10.548627,66000,0.005950507,5.9505072,51000,0.004598119,4.5981193,6000,0.000540955,0.5409552,1000,9.01592E-05,0.09015921,4000,0.000360637,0.36063683,4.6397324,12.71159549,44.16227,0.86807895,0.099779196
Greece,2008,11073621,185295.84,0.016733086,16.733086,7.3731,25131,0.002269447,22.694473,63000,0.005689196,5.689196,93000,0.008398337,8.398337,109000,0.009843212,9.843212,90000,0.008127423,8.127423,11000,0.000993352,0.9933517,1000,9.03047E-05,0.0903047,4000,0.000361219,0.3612188,8.106861,22.21057786,75.934265,1.4812535,0.16013551
Greece,2009,11055503,214963.84,0.019444058,19.444058,7.6682,28033,0.00253566,25.356603,57000,0.005155804,5.1558036,95000,0.008593006,8.593006,100000,0.009045269,9.045269,79000,0.007145762,7.1457624,12000,0.001085432,1.0854322,1000,9.04527E-05,0.09045269,4000,0.000361811,0.36181076,7.1373305,19.55432994,65.58113,1.2648433,0.12046127
Greece,2010,11033784,208209.95,0.018870221,18.870221,6.9283,30052,0.002723635,27.23635,50000,0.004531537,4.531537,173000,0.015679117,15.679117,105000,0.009516228,9.516228,56000,0.005075322,5.0753215,30000,0.002718922,2.7189222,1000,9.06307E-05,0.09063074,7000,0.000634415,0.6344152,5.119998,14.02739164,32.42999,0.6699998,0.099999964
Greece,2011,11004730,250684.9,0.022779742,22.779742,8.1086,30916,0.002809337,28.093373,45000,0.004089151,4.0891506,192000,0.017447043,17.447043,102000,0.009268742,9.268742,57000,0.005179591,5.179591,24000,0.00218088,2.1808804,1000,9.087E-05,0.09087002,8000,0.00072696,0.72696013,5.22,14.30136972,33.63,0.70000005,0.120000005
Greece,2012,10963633,230661.72,0.021038804,21.038804,7.4926,30785,0.00280792,28.079196,25000,0.002280266,2.280266,193000,0.017603654,17.603654,62000,0.00565506,5.6550596,43000,0.003922058,3.922058,1000,9.12106E-05,0.09121064,0,0,0,7000,0.000638475,0.6384745,3.9600024,10.84932154,24.580015,0.5000003,0.070000045
Greece,2013,10914501,235939.31,0.02161705,21.61705,8.3963995,28100,0.002574557,25.745565,30000,0.002748637,2.748637,149000,0.013651563,13.651563,84000,0.007696183,7.6961834,58000,0.005314031,5.314031,8000,0.00073297,0.73296984,0,0,0,7000,0.000641349,0.6413486,5.3400044,14.63014889,33.120026,0.67000055,0.09000008
Greece,2014,10862972,229381.03,0.021115864,21.115864,8.465899,27095,0.002494253,24.94253,30000,0.002761675,2.7616753,179000,0.016477995,16.477995,72000,0.00662802,6.62802,52000,0.004786904,4.7869035,9000,0.000828503,0.8285025,0,0,0,9000,0.000828503,0.8285025,4.809999,13.17807932,28.999994,0.57999986,0.07999998
Greece,2015,10806644,263646.1,0.024396667,24.396667,9.0779,29043,0.002687513,26.875134,44000,0.00407157,4.0715695,147000,0.013602743,13.602743,115000,0.010641602,10.641602,77000,0.007125246,7.1252463,15000,0.001388035,1.388035,0,0,0,11000,0.001017892,1.0178924,7.119997,19.5068409,45.34998,0.93999964,0.18999992
Greece,2016,10749742,277482.3,0.025812928,25.812928,8.6308,32150,0.00299077,29.907695,29000,0.002697739,2.697739,193000,0.01795392,17.95392,85000,0.007907166,7.907166,61000,0.005674555,5.674555,1000,9.30255E-05,0.09302549,0,0,0,11000,0.00102328,1.0232803,5.719999,15.67122998,37.729992,0.7899999,0.14999998
Greece,2017,10692230,255418,0.023888187,23.888187,8.265699,30901,0.002890043,28.900425,39000,0.003647509,3.6475086,248000,0.023194414,23.194414,50000,0.004676293,4.676293,43000,0.004021612,4.021612,0,0,0,,,,10000,0.000935259,0.9352586,4.04,11.06849304,25.100002,0.51,0.060000002
Greece,2018,10633275,222690,0.020942748,20.942748,7.3374,30350,0.002854248,28.542476,44000,0.004137954,4.1379537,167000,0.015705416,15.705416,78000,0.007335464,7.3354635,49000,0.004608176,4.6081757,9000,0.0008464,0.84639963,1000,9.40444E-05,0.0940444,9000,0.0008464,0.84639963,4.6199975,12.65752727,28.209984,0.5699997,0.06999996
